musicId,fileName,title,artist,album,genre,genre_grouped,audio_arousal,audio_valence,audio_emotion_quadrant_label,lyrics_emotion_quadrant_label,match_status,emotion_pair,YT id,duration,matched video title,dominant_tempo_variance,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variance,repeated_area_all,repetition_ratio_all,repeated_area_triu,repetition_ratio_triu,key,scale,strength,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std,total_transition,unique_transition,transition_diversity,transition_per_sec,unique_transition_per_sec
870,The Chainsmokers - Roses,Roses,The Chainsmokers,SO FRESH 2016,EDM Pop,Pop,0.65,0.5625,Q2,Q4,mismatch,NP,FyASdjZE0R0,228.0,The Chainsmokers - Roses (Official Audio) ft. ROZES,3.1424940652893087,0.1068702290076335,272.549007281368,554.3652619537442,65.40639132514966,488.95887062859447,0.0110454699024558,63044257,0.6531010961547178,31517218,0.653065826226057,E,major,0.9314090609550476,-83.45766,104.567116,79.594475,34.343426,-14.147347,25.28847,23.25399,21.61416,1.655541,14.725014,8.912116,14.973235,3.5676587,13.977968,6.0031285,11.664436,-0.8350135,10.42582,6.0890913,12.100947,-5.7311583,8.926965,2.2582262,9.121981,-2.8509448,8.732644,2341.089784399045,911.6526795914016,63,8,0.12698412698412698,0.27631578947368424,0.03508771929824561
351,Frank Ocean - Pink + White,Pink + White,Frank Ocean,Blonde,R&B,Pop,0.275,0.55,Q3,Q4,mismatch,NP,uzS3WG6__G4,185.0,Frank Ocean - Pink + White,5.134887311187082,0.1238047307498741,973.6729485237336,257.13099468347406,65.40639132514966,191.7246033583244,0.0122992750257253,36215640,0.5732980275160461,18103851,0.5732444923714222,A,major,0.8409208059310913,-117.56776,109.18348,111.360176,45.284206,8.138631,22.5505,25.42158,16.815256,0.7607103,15.201212,0.13980338,14.784585,0.3256173,12.982615,-0.24222946,11.013245,-6.671394,11.209188,0.97903824,9.764189,-2.6353319,10.300622,1.9009645,9.045706,-5.4045973,8.667831,1849.5000122207664,884.8366489388142,60,18,0.3,0.32432432432432434,0.0972972972972973
931,Tory Lanez - LUV,LUV,Tory Lanez,LUV,R&B,Pop,0.4375,0.5,Q3,Q1,mismatch,NP,xFtZx9P_jiI,227.0,Tory Lanez - LUV (Audio),3.833694306273035,0.2039103285904391,513.8254459255605,257.13099468347406,65.40639132514966,191.7246033583244,0.0234235636889934,29197295,0.3059443227615131,14593767,0.3058733525772117,D,major,0.8752073645591736,-119.10523,80.55063,103.616104,37.69089,3.4932811,25.838657,2.9044423,23.772049,7.9799223,17.022593,2.4717348,16.48761,4.6756163,14.214389,4.101409,13.363899,-0.2808763,11.587199,17.082703,13.497366,1.4537559,11.018332,8.1035,8.86259,6.2531557,10.228424,1998.701422315744,1040.5727317125436,140,18,0.12857142857142856,0.6167400881057269,0.07929515418502203
913,The Weeknd - Stargirl Interlude,Stargirl Interlude,The Weeknd,Starboy,R&B,Pop,0.35,0.275,Q3,Q1,mismatch,NP,TkxVOa6u59M,112.0,The Weeknd - Stargirl Interlude (Audio) ft. Lana Del Rey,4.213133543636258,0.1138346489405899,300.5472646427148,160.1218501126406,65.40639132514966,94.71545878749096,0.0093471482396125,11930730,0.5148193306152996,5962960,0.5147186969648657,F,minor,0.8252668976783752,-187.96602,110.535995,129.2625,38.942455,9.51917,22.26779,32.73324,20.334887,2.5290868,14.0335865,8.751272,11.724022,0.3685698,12.990299,2.3396075,10.865859,4.83524,9.935336,3.3201742,10.362355,1.0974162,9.734091,-0.12092031,9.176258,-4.1767807,8.819199,1323.5949599170604,704.2556548812614,30,12,0.4,0.26785714285714285,0.10714285714285714
32,Andra Day - Rise Up,Rise Up,Andra Day,Rise Up,R&B,Pop,0.575,0.3875,Q3,Q1,mismatch,NP,kNKu1uNBVkU,255.0,Andra Day - Rise Up [Audio],0.0410951647538229,0.2261178399052909,1107.748631277837,921.6188280821516,65.40639132514966,856.2124367570019,0.0097858095541596,20383163,0.1690393423296795,10186095,0.168963729203398,C#,major,0.8385304808616638,-134.43732,109.868866,106.08031,43.796272,-4.6399074,32.686707,9.983113,18.116426,4.0806675,13.880322,-7.861259,16.319191,8.378853,13.245159,-6.3033032,13.236444,1.4430695,10.90292,-1.3546103,12.51191,-6.873725,12.208142,4.3963895,12.859867,-12.64511,12.95494,2101.6827632485993,945.4194568894476,82,17,0.2073170731707317,0.3215686274509804,0.06666666666666667
659,Maroon 5 - She Will Be Loved,She Will Be Loved,Maroon 5,Songs About Jane,Pop Rock,Pop,0.3875,0.375,Q3,Q4,mismatch,NP,u5iJQkIU0xs,267.0,She Will Be Loved - Maroon 5 (Lyrics) 🎵,1.9459142390856323,0.0777787433735986,788.4598184551804,194.86885420251932,65.40639132514966,129.46246287736966,0.0109424889087677,65403919,0.4939460830039946,32696336,0.4939040650155723,Eb,major,0.8868922591209412,-69.48382,121.01065,81.42466,32.482666,16.052404,21.934921,19.362013,16.474295,8.423569,13.711356,10.955456,11.514056,1.9721261,9.256048,8.214512,8.583443,0.34336734,9.071378,5.715501,8.342006,1.79897,8.35638,6.6885834,8.933336,0.20702776,7.436079,2226.1497654842574,944.5494251665248,100,15,0.15,0.37453183520599254,0.056179775280898875
142,Chris Brown - 01 Privacy,01 Privacy,Chris Brown,Privacy,R&B,Pop,0.6,0.625,Q3,Q1,mismatch,NP,R2vF3RkDMII,223.0,Chris Brown - Privacy (Audio),4.534038780343437,0.173187271778821,486.9866082376911,625.8586480068038,65.40639132514966,560.4522566816541,0.0140430256724357,38950433,0.4239630965724407,19470427,0.4239030578698805,G,major,0.9474045038223268,-137.18088,118.43886,77.05507,40.29369,28.803442,32.0749,19.024494,19.397833,16.55506,15.052394,5.3649483,15.039813,-2.855245,13.923132,10.562637,11.285075,0.33763388,11.317583,5.3383303,11.933658,-2.3278372,10.306538,1.1278793,9.203333,-0.26725006,9.879457,2443.8045900902625,1305.2500586815645,104,30,0.28846153846153844,0.4663677130044843,0.13452914798206278
233,Drake - Controlla,Controlla,Drake,Controlla,R&B,Pop,0.4,0.4875,Q3,Q4,mismatch,NP,5ISs-_I2CG8,246.0,Controlla - Drake (Official Audio),4.890107592909871,0.1085315213288033,148.79929764730977,335.38934511626763,65.40639132514966,269.982953791118,0.0168914906680583,52641922,0.4688650253854777,26315670,0.4688150193711963,Bb,minor,0.8534745573997498,-171.47163,108.599686,68.29227,44.95021,15.13818,36.024582,9.741754,22.00762,-5.7065234,22.056597,0.3797432,16.254305,-11.35171,15.586845,8.334851,16.703335,-7.130543,14.539729,1.7716507,12.800901,-2.7465553,13.214842,-0.4447733,11.092431,-1.3832933,10.415953,2702.708611693666,1333.7923075204787,112,36,0.32142857142857145,0.45528455284552843,0.14634146341463414
974,ZAYN - Still Got Time,Still Got Time,ZAYN,Still Got Time,Pop,Pop,0.625,0.5875,Q3,Q4,mismatch,NP,Wg5_zgR55_c,187.0,Zayn ft. Partynextdoor - STILL GOT TIME (Audio),5.128824366451608,0.1929476036751924,481.0970245140065,68.10519982075922,65.40639132514966,2.698808495609569,0.0110293729230761,25833646,0.3982561156445298,12912800,0.3981815160432509,C,major,0.919971525669098,-83.005684,94.9138,96.12601,40.24797,22.014732,26.645477,31.658371,21.387543,13.207634,16.095106,11.244249,12.855407,1.8768221,13.327806,5.506835,11.199887,3.1140738,11.216884,4.5456285,10.392728,3.9656215,12.301974,4.3348722,9.608515,0.0012158228,8.51333,2035.458125856199,893.7423643354624,90,23,0.25555555555555554,0.48128342245989303,0.12299465240641712
35,Anna Kendrick - True Colors,True Colors,Anna Kendrick,True Colors,Pop,Pop,0.3375,0.625,Q3,Q4,mismatch,NP,la0-5QFLr14,243.0,"Justin Timberlake, Anna Kendrick - True Colors (Lyric)",1.2496162859823816,0.2385496183206107,1248.0279432652526,122.75968568932456,65.40639132514966,57.3532943641749,0.0041660782881081,19890388,0.1811009338033914,9939955,0.1810228053344056,E,major,0.9103184342384338,-136.04521,81.74007,118.65028,31.844734,20.020113,20.287895,39.282806,16.200033,15.98716,13.500236,9.67793,11.5715065,5.087828,11.008924,1.4717691,10.299388,0.51937217,9.325261,3.7644472,9.835496,-4.568193,8.208548,1.5383443,9.013464,-3.6012719,8.186751,1448.9804990024568,770.662428476753,129,21,0.16279069767441862,0.5308641975308642,0.08641975308641975
772,Prince - Kiss (LP Version),Kiss (LP Version),Prince,Parade - Music From The Motion Picture Under The Cherry Moon,Funk,Pop,0.8375,0.6125,Q2,Q1,mismatch,NP,rLOQuh8wADM,227.0,Prince and the Revolution - Kiss [Audio],2.925028714445347,0.0409062948533934,14.323103240264116,825.8254370706059,65.40639132514966,760.4190457454562,0.0054034432396292,83185816,0.8743469081037988,41588039,0.8743341927609074,A,minor,0.9273608326911926,-194.07968,140.49643,58.910774,39.074886,-2.8033748,30.87685,17.896267,20.378433,2.5757735,17.715038,2.6167154,14.189308,0.41489163,11.616132,-0.191557,11.87206,-3.145752,10.854559,2.7870493,9.642382,-2.530433,9.558205,0.90774906,9.495405,-1.9416249,9.945144,2876.159961782115,1138.8165888135725,38,19,0.5,0.16740088105726872,0.08370044052863436
505,Kehlani - Distraction,Distraction,Kehlani,Distraction,R&B,Pop,0.65,0.6125,Q2,Q4,mismatch,NP,pime1xiTUyE,236.0,Distraction,3.6987703816865873,0.1749581322037237,587.0996184197284,337.3322358273121,65.40639132514966,271.9258445021625,0.0141391931101679,37598457,0.3648819387198141,18794161,0.3648195208023864,F,minor,0.852249801158905,-75.40921,117.60899,65.52653,31.532093,11.633915,27.285473,21.729906,20.040663,13.137254,18.134668,-2.640652,20.752031,9.289479,15.616741,3.8806303,14.381761,6.282142,12.462733,7.1602597,12.350885,-5.007614,11.845781,5.4173756,9.560942,0.49013788,9.624547,2821.47550767995,1167.1629410770324,98,36,0.3673469387755102,0.4152542372881356,0.15254237288135594
42,Ariana Grande - Dangerous Woman,Dangerous Woman,Ariana Grande,KISS Kesähitti,Pop,Pop,0.7625,0.6,Q2,Q1,mismatch,NP,TFrMDGfW_Sg,236.0,Ariana Grande - Dangerous Woman (Official Audio),2.909772225984799,0.1305675995270004,1015.5589895774308,718.922799426084,65.40639132514966,653.5164081009343,0.0112841380760073,34908600,0.3389780014166372,17449229,0.3389129151104308,C,major,0.898772120475769,-76.7489,110.75007,79.49908,28.161642,-14.877736,25.304401,10.0492735,18.236458,-4.5320473,14.861575,4.3862267,14.58553,3.2113721,10.920814,-1.0343087,14.105998,7.036873,10.320227,8.18679,10.738195,-5.8213673,11.845437,4.0996723,9.099107,-2.1058095,9.035561,2474.068200649281,810.5089014057496,55,11,0.2,0.2330508474576271,0.046610169491525424
776,Prince - Raspberry Beret,Raspberry Beret,Prince,Around the World In a Day,Pop,Pop,0.6375,0.5125,Q3,Q1,mismatch,NP,_yo05C9kDVA,213.0,Prince and the Revolution - Raspberry Beret [Audio],1.7951682938479885,0.1372292958972684,514.9897179247649,124.90548719779652,65.40639132514966,59.49909587264686,0.0014372738078236,72085663,0.8537139816930871,36038243,0.8536982024038983,A,major,0.8350886106491089,-126.22459,97.146904,75.4411,25.110823,-22.116577,16.511106,23.368328,16.847336,-0.22147846,13.554827,9.180419,10.107251,-1.736275,9.11022,4.677478,7.4488115,-4.1966453,7.354383,5.6217065,7.5465994,-1.9688513,6.9438066,1.3996291,6.595959,-0.8606791,6.6201234,2692.123845826632,622.6794416453265,87,20,0.22988505747126436,0.4084507042253521,0.09389671361502347
983,Zara Larsson - Ain't My Fault,Ain't My Fault,Zara Larsson,Ain't My Fault,Pop,Pop,0.775,0.5,Q2,Q1,mismatch,NP,5MpKSZBY558,224.0,Zara Larsson - Ain't My Fault (Official Audio),3.9138312563943978,0.1398217247097844,1079.8960142883564,84.82159539743674,65.40639132514966,19.41520407228708,0.0123291034251451,31778590,0.3413972624096213,15884475,0.341329078150246,B,minor,0.92605322599411,-32.877647,77.50367,71.00473,33.45176,-6.1162987,23.856232,4.4443293,18.55033,2.657875,15.868724,6.7279696,14.268202,13.139485,12.267839,2.4975622,12.02539,6.5570254,11.422488,6.770524,9.688735,0.84453106,9.160134,4.1810827,8.306654,-0.1077225,8.6715,2817.880063711455,962.823133696098,72,25,0.3472222222222222,0.32142857142857145,0.11160714285714286
90,Britney Spears - Make Me...,Make Me...,Britney Spears,Make Me...,Pop,Pop,0.65,0.4875,Q2,Q1,mismatch,NP,oydff0QlXSM,233.0,Britney Spears - Make Me... (Audio) ft. G-Eazy,5.737761497724228,0.1945552453131232,622.1893514573236,149.39896882100535,65.40639132514966,83.9925774958557,0.0122723234817385,49670278,0.4939328834190473,24830130,0.4938825124298419,C,minor,0.8222114443778992,-73.005516,96.78822,83.8043,34.121292,3.6963623,22.078608,13.69432,18.064299,2.959262,13.918566,2.9184263,12.936781,1.1970215,11.294228,1.3712865,13.522091,-1.1942831,11.148666,3.195614,10.401756,-2.8195572,10.193328,2.1594527,9.509561,0.2752967,10.71719,2547.3745053763446,955.9004537294888,93,18,0.1935483870967742,0.39914163090128757,0.07725321888412018
936,Trey Songz - Nobody Else But You,Nobody Else But You,Trey Songz,Nobody Else But You,R&B,Pop,0.4125,0.45,Q3,Q1,mismatch,NP,MzvRNud0WXU,229.0,Trey Songz - Nobody else but you,4.767328892576158,0.1555690686125468,344.0681718934393,239.91170118635668,65.40639132514966,174.50530986120702,0.0142273353412747,47926223,0.4922695217221107,23958178,0.4922180590748091,Bb,major,0.8509805202484131,-82.443,93.92193,85.62901,36.037834,8.792854,27.677088,16.55381,20.761547,0.89383614,19.175375,9.469697,13.0669985,3.29037,14.035908,7.081683,13.301883,-9.059876,12.797851,13.272252,12.139732,7.2731833,10.6840925,9.029882,11.449963,1.4155107,10.633704,2310.814419034547,969.6666639145294,47,18,0.3829787234042553,0.2052401746724891,0.07860262008733625
433,J. Cole - Foldin Clothes,Foldin Clothes,J. Cole,4 Your Eyez Only,Hip-Hop,Hip-Hop,0.3625,0.5,Q3,Q4,mismatch,NP,t3x9IcFVPAI,317.0,J.Cole Foldin Clothes Official Audio,5.371265767298724,0.1267760363263512,346.91948348530997,165.76853496220332,65.40639132514966,100.36214363705366,0.0130993844941258,109313652,0.5863468638565769,54650016,0.5863167486420924,D,minor,0.8936357498168945,-170.215,92.97753,122.1391,40.821617,10.350509,27.972515,31.270916,20.214638,14.84227,17.13799,10.324063,14.658909,2.0132294,14.164762,1.5510942,14.191397,-0.40422043,13.490482,5.9345818,11.117017,-3.5206692,11.105566,2.7395933,10.31309,0.7346875,8.569014,1417.5652067019694,882.2576132726005,127,45,0.3543307086614173,0.40063091482649843,0.14195583596214512
634,MadeinTYO - Uber Everywhere,Uber Everywhere,MadeinTYO,Uber Everywhere,Hip-Hop,Hip-Hop,0.225,0.2375,Q3,Q1,mismatch,NP,GKpIQsUoYO8,181.0,Uber Everywhere (feat. Travis Scott),4.616129473984443,0.1133333333333333,210.5715707429323,383.0422478502946,65.40639132514966,317.63585652514485,0.0244608726352453,41913998,0.6889217291255753,20953102,0.6888819408142398,Ab,major,0.3982549607753753,-104.41697,91.26548,74.78793,44.067303,12.233988,34.14838,25.804182,19.553177,3.050119,18.771538,11.669393,20.47739,-0.79515076,16.450567,5.72095,16.361244,5.6384063,12.081087,11.587035,11.639639,4.9973087,10.500856,9.920421,11.319128,5.6861033,9.686148,2237.9403493671207,1078.592428078701,70,34,0.4857142857142857,0.3867403314917127,0.1878453038674033
784,Rae Sremmurd - Swang,Swang,Rae Sremmurd,SremmLife 2,Hip-Hop,Hip-Hop,0.45,0.35,Q3,Q1,mismatch,NP,yr-udDR8KiE,208.0,Rae Sremmurd - Swang,6.406668897136462,0.1562569707784965,884.8791400795402,246.9416506280621,65.40639132514966,181.5352593029124,0.0241113286465406,25358094,0.3154417245032402,12674573,0.3153655894568052,C,minor,0.8668145537376404,-138.27798,105.07735,124.12932,42.860134,6.5812907,32.44338,15.297518,19.345318,13.206765,17.39054,0.66492885,16.518269,7.3976927,12.7392,1.2930809,14.12659,-0.19980189,10.749566,5.4401565,13.052777,-1.9037969,11.027597,6.636115,11.901488,2.1517274,10.196338,1563.0086850294083,973.1544107071472,116,25,0.21551724137931033,0.5576923076923077,0.1201923076923077
783,Rae Sremmurd - Look Alive,Look Alive,Rae Sremmurd,Look Alive,Hip-Hop,Hip-Hop,0.475,0.45,Q3,Q1,mismatch,NP,Vzu0p_sErkk,228.0,Look Alive,3.380434091560769,0.077306987166429,319.47352348493234,100.28947374140384,65.40639132514966,34.8830824162542,0.0173080638051033,41282476,0.4282719999820734,20636334,0.4282138651687254,E,minor,0.8845191597938538,-90.5453,93.67118,96.777374,40.606956,8.755957,31.504791,6.286492,27.121485,2.1433325,18.926609,2.728731,15.042566,0.60694444,15.653941,4.928304,13.53583,-5.671195,11.475428,4.411409,11.797083,-0.75543344,11.676955,4.405038,9.6343155,1.1574057,10.187296,2256.4122288302583,981.4164097486758,117,13,0.1111111111111111,0.5131578947368421,0.05701754385964912
334,Flo Rida - My House,My House,Flo Rida,空,Hip-Hop,Hip-Hop,0.625,0.5625,Q3,Q1,mismatch,NP,TuxMwALL_S4,193.0,Flo Rida - My House (Official Audio),3.896733142372751,0.1587606581001561,820.3468864077782,149.39896882100535,65.40639132514966,83.9925774958557,0.0185010451823472,46920181,0.6766787672766045,23455933,0.676640107639625,Bb,major,0.8560336232185364,-30.4325,94.23356,87.93824,38.76405,6.721904,21.615816,19.1601,17.24071,6.059045,14.248315,7.1128206,13.157188,-4.485926,11.861738,7.6829386,11.650976,-8.122278,11.820589,3.2723627,9.882751,-1.240601,9.542873,3.270925,8.794065,1.9188738,8.448234,2435.0054449424697,983.0384218649772,102,14,0.13725490196078433,0.5284974093264249,0.07253886010362694
769,Post Malone - Go Flex,Go Flex,Post Malone,Go Flex,Hip-Hop,Hip-Hop,0.525,0.475,Q3,Q1,mismatch,NP,vC2owoWdIUs,180.0,Post Malone - Go Flex (Official Audio),5.6930992246497745,0.1855431001159644,661.1015587918814,194.86885420251932,65.40639132514966,129.46246287736966,0.0045825163833796,19604413,0.3254756299279262,9798330,0.3253888395187675,F,major,0.8312878608703613,-180.19334,96.67542,106.73346,40.614883,0.925416,24.59539,11.065604,16.555347,5.4065986,17.474463,-1.2755828,14.2980385,0.16554552,15.421525,2.6933742,12.978164,-6.566877,13.722556,6.2355547,14.46274,-9.791777,13.042659,2.512209,13.23799,-0.49951115,12.505157,2002.8449796237269,1076.528539818121,89,19,0.21348314606741572,0.49444444444444446,0.10555555555555556
858,Sturgill Simpson - All Around You,All Around You,Sturgill Simpson,A Sailor's Guide to Earth,Country,Country,0.625,0.6125,Q3,Q4,mismatch,NP,kXGugEWmnSg,189.0,All Around You,1.903049383150195,0.1020759120501167,108.73106842593316,146.8323839587038,65.40639132514966,81.42599263355413,0.0112161748111248,18399979,0.2776270752251486,9195923,0.2775384523449871,B,major,0.9479910135269164,-127.3713,86.773125,124.21172,25.8679,-1.2078645,22.152082,22.057037,12.24579,6.3850017,11.953191,10.801991,11.247728,0.6248801,9.618925,4.097275,9.573227,-3.7894108,9.43845,0.7874893,9.030389,-2.9666083,8.998728,1.029947,8.901357,-1.0091323,8.705838,1508.4386381688976,562.8782166866538,46,18,0.391304347826087,0.24338624338624337,0.09523809523809523
925,Tim Mcgraw - How I'll Always Be,How I'll Always Be,Tim Mcgraw,Damn Country Music (Deluxe Edition),Country,Country,0.5875,0.6125,Q3,Q4,mismatch,NP,ueq80weCcg8,212.0,Tim McGraw - How I'll Always Be (Official Audio),1.769044054890211,0.1389618922470433,406.5354487903027,132.33275396903284,65.40639132514966,66.92636264388318,0.0019701614510267,37677420,0.4518032500979933,18834156,0.4517435010421387,D,major,0.9760429263114928,-102.89569,104.34973,102.84672,30.772964,-5.423534,16.484507,22.540174,11.4856615,-1.2239926,11.083095,6.6555514,8.446318,-6.851181,8.879495,3.5137575,7.4218206,-0.74196404,7.1306524,3.0782166,8.400288,-2.2163794,6.6240845,0.8725376,6.490226,-4.0505924,6.511543,2059.8331525003528,674.425396582722,40,12,0.3,0.18867924528301888,0.05660377358490566
87,Brett Eldredge - Wanna Be That Song,Wanna Be That Song,Brett Eldredge,Illinois,Country,Country,0.6625,0.6,Q2,Q1,mismatch,NP,SUqQOtGpjSI,238.0,Brett Eldredge - Wanna Be That Song (Official Audio),5.073645122689477,0.1579152840132734,774.902460309873,164.81377845643496,65.40639132514966,99.4073871312853,0.0082877017557621,43569904,0.4150284801419722,21779836,0.4149715152680849,A,major,0.9641394019126892,-54.847305,115.051125,95.14367,35.383167,-0.27564245,21.980005,32.85275,15.496406,0.5682647,15.251459,10.202482,10.888129,0.9214377,10.359213,4.367261,9.494187,-2.2098594,9.004014,2.4825907,8.336992,-3.362385,9.239661,5.547764,8.67563,1.5974221,7.8863125,2222.9928536898783,949.9350310544818,73,9,0.1232876712328767,0.3067226890756303,0.037815126050420166
926,Tim Mcgraw - Humble and Kind,Humble and Kind,Tim Mcgraw,Damn Country Music,Country,Country,0.25,0.4875,Q3,Q4,mismatch,NP,Bb_qGChk0GI,259.0,Tim McGraw - Humble And Kind (Official Lyric),2.3097820594290623,0.1866045845272206,1007.0316748653414,194.86885420251932,65.40639132514966,129.46246287736966,0.0047794505953788,54343030,0.4357054969530217,27165941,0.4356551249934891,B,major,0.9701950550079346,-109.601654,102.96934,119.171616,33.78559,1.2608298,23.929886,30.246826,14.7018795,0.7478891,13.7966385,8.110111,9.971312,-3.8849342,10.275206,1.2110356,8.575618,-2.4296255,8.271616,-3.5706942,8.959133,-7.214168,8.573831,-0.82407707,8.499217,-3.500142,8.150782,1663.1652084307557,683.1357017830048,42,6,0.14285714285714285,0.16216216216216217,0.023166023166023165
294,Dustin Lynch - Seein' Red,Seein' Red,Dustin Lynch,Seein' Red,Country,Country,0.7,0.55,Q2,Q1,mismatch,NP,zPrOEMW60MY,195.0,Dustin Lynch - Seein' Red (Official Audio),3.882482608629101,0.1605848092238203,806.7492142148283,130.8127826502993,65.40639132514966,65.40639132514966,0.0074616190977394,63373215,0.8953729341433846,31682404,0.895360581090142,Ab,minor,0.8343331217765808,-47.92856,84.420235,86.28266,28.054865,-0.28704625,17.238333,26.381262,13.395355,1.5592016,11.143622,8.343946,8.771556,-1.9978094,10.182017,3.4592664,8.612824,2.2688444,7.5719438,7.2432957,8.736379,-0.9568656,8.0627775,4.993925,7.00069,1.7150828,7.786552,2448.452304769165,696.5659554151456,66,27,0.4090909090909091,0.3384615384615385,0.13846153846153847
820,Scotty McCreery - Five More Minutes,Five More Minutes,Scotty McCreery,Five More Minutes,Country,Country,0.6625,0.6,Q2,Q4,mismatch,NP,BsdefssFkcw,243.0,Scotty McCreery - Five More Minutes,5.33448025413077,0.1805834528933524,707.5404288425195,126.35681904967385,65.40639132514966,60.950427724524175,0.0079995514824986,42772179,0.3913031115795165,21380869,0.3912450134528467,G,major,0.9470945596694946,-59.099335,103.204956,113.342155,34.039703,2.8856223,18.881866,23.936852,13.70777,1.6261487,11.415323,2.3615382,10.482373,-3.5392127,8.748943,4.556937,7.865463,-3.0301478,9.443024,5.2225866,7.923999,-0.83430177,7.5900216,1.7192293,7.9296365,-1.3407247,7.4967933,1856.6126443070275,732.0199453719465,73,13,0.1780821917808219,0.3004115226337449,0.053497942386831275
123,Charles Kelley - The Only One Who Gets Me,The Only One Who Gets Me,Charles Kelley,The Driver,Country,Country,0.3125,0.4875,Q3,Q4,mismatch,NP,x7VwoWHAmFw,225.0,The Only One Who Gets Me,5.479042888963062,0.142680412371134,520.0642977043257,189.3213161937526,65.40639132514966,123.91492486860297,0.0079770451411604,29442844,0.3129221383781486,14716576,0.3128513833395514,Bb,major,0.960273802280426,-123.316315,108.216805,107.72002,34.726463,1.578624,24.31191,30.85828,15.167294,7.900069,14.29264,12.092983,11.858707,0.8812907,10.92069,7.0725613,9.535804,1.6926429,9.5989,-4.3211555,11.135171,-0.9279928,8.713753,2.047279,8.577597,-4.001623,8.223064,1825.2985001083568,801.1043581682983,100,27,0.27,0.4444444444444444,0.12
88,Brett Young - In Case You Didn't Know,In Case You Didn't Know,Brett Young,Brett Young,Country,Country,0.625,0.5875,Q3,Q4,mismatch,NP,7qaHdHpSjX8,237.0,Brett Young - In Case You Didn't Know,5.894867165309344,0.1686451486314137,877.6764928395745,174.61411571650194,65.40639132514966,109.20772439135229,0.0016595778288319,39532955,0.3805004981411972,19761524,0.3804424682127867,Bb,major,0.9446985721588136,-214.06284,134.30675,107.2939,41.187756,3.9047785,21.3852,25.209345,16.883787,6.1149235,12.603385,5.4647746,12.359731,-3.1639636,11.178643,4.81607,9.086424,-2.8438704,9.605736,3.1027997,9.751932,-3.067865,8.802546,0.18745947,8.939266,1.4833357,8.709664,1699.061216634697,863.1050630816983,71,15,0.2112676056338028,0.29957805907172996,0.06329113924050633
303,Electric Light Orchestra - Mr. Blue Sky (Album Version),Mr. Blue Sky (Album Version),Electric Light Orchestra,Flashback,Art Rock,Rock,0.7375,0.6125,Q2,Q1,mismatch,NP,wuJIqmha2Hk,302.0,Mr. Blue Sky,4.713660563075702,0.1095995695949581,1408.5454694540497,131.5705733911144,65.40639132514966,66.16418206596475,0.0038210893981158,73370969,0.4334139654602872,36678997,0.433370628093263,F,major,0.876681387424469,-96.12908,85.57106,103.66446,30.53105,-21.485775,24.32272,29.85334,15.170034,-1.8534191,12.103157,0.023020767,10.43772,-4.557066,9.649504,3.3383663,8.856989,-6.3848248,9.99016,2.697321,7.837721,-6.372669,7.5708447,-1.544517,7.71695,-4.639311,7.397002,2064.190531108168,626.2944791255408,135,37,0.2740740740740741,0.4470198675496689,0.12251655629139073
166,Coldplay - Hypnotised,Hypnotised,Coldplay,Hypnotised,Alternative Rock,Rock,0.625,0.575,Q3,Q1,mismatch,NP,BBvsXI01k_c,383.0,Coldplay Hypnotised HQ Audio,3.7632191812570617,0.1480673694414152,1316.133555743452,195.99771799087463,65.40639132514966,130.59132666572498,0.0132789900526404,84530798,0.3102639286414235,42257158,0.3102222272143022,F,major,0.9172863960266112,-74.33917,90.254486,134.03099,36.480034,-15.809225,19.800987,15.294567,15.188736,-3.5232599,12.990708,5.1631074,10.050436,-7.1251645,10.235358,-2.5616174,10.332847,-4.316354,9.425277,-3.2131677,10.758784,-0.33472353,9.033205,2.6330163,9.111724,-1.9280275,7.853918,1543.9263037153285,624.3705371168528,108,35,0.32407407407407407,0.2819843342036554,0.09138381201044386
929,Tom Zanetti - You Want Me,You Want Me,Tom Zanetti,You Want Me,EDM,EDM,0.6,0.3375,Q3,Q1,mismatch,NP,195.0,,,1.049272180434989,0.0342938794951178,20.147747856249698,385.26118901858945,65.40639132514966,319.85479769343976,0.0156341064721345,47490898,0.6733775622531386,23741254,0.6733387781838301,F,minor,0.6449917554855347,-181.29832,124.140205,57.952747,44.695625,33.806793,40.590176,23.314354,30.951658,7.391844,24.316359,22.021057,20.190922,8.743933,20.048891,11.467806,16.454271,-1.4176731,14.834152,8.052881,16.743557,3.2849815,12.126553,5.659538,10.883843,-2.6440563,8.995296,2476.440735837495,1431.116195655567,75,10,0.13333333333333333,,
